,iteration,objective,outcome_rewards
1659,1659,0.021131374,-28.68716
1660,1660,0.0276913,-29.052227
1661,1661,0.02482035,-28.791794
1662,1662,0.02222425,-28.890217
1663,1663,0.023186877,-28.490273
1664,1664,0.02653846,-29.957897
1665,1665,0.02149283,-29.333426
1666,1666,0.019100886,-28.894665
1667,1667,0.015912164,-28.898905
1668,1668,0.02628286,-29.929
1669,1669,0.018418875,-29.456964
1670,1670,0.020944186,-28.558475
1671,1671,0.020320054,-28.510502
1672,1672,0.011408631,-28.99959
1673,1673,0.02560648,-29.275581
1674,1674,0.012091505,-28.90229
1675,1675,0.019790282,-27.963734
1676,1676,0.014326752,-29.457401
1677,1677,0.021671541,-29.123116
1678,1678,0.024717577,-28.99363
1679,1679,0.025626589,-29.399233
1680,1680,0.02044132,-28.285418
1681,1681,0.020715255,-28.592476
1682,1682,0.009526436,-29.228264
1683,1683,0.02034891,-28.449745
1684,1684,0.017870693,-28.726278
1685,1685,0.013867888,-30.019346
1686,1686,0.019361109,-29.258734
1687,1687,0.02127408,-29.186409
1688,1688,0.020818524,-29.230473
1689,1689,0.012083587,-29.244532
1690,1690,0.02353898,-29.771307
1691,1691,0.012967782,-29.252314
1692,1692,0.020476956,-29.051952
1693,1693,0.021487864,-28.994778
1694,1694,0.013539986,-29.153675
1695,1695,0.0066386582,-28.894957
1696,1696,0.022725172,-29.362934
1697,1697,0.019044213,-29.401585
1698,1698,0.022148222,-28.671501
1699,1699,0.019631557,-29.379194
1700,1700,0.022284579,-29.101048
1701,1701,0.014142173,-28.364708
1702,1702,0.021019455,-29.651564
1703,1703,0.023333479,-28.53188
1704,1704,0.02016979,-28.997128
1705,1705,0.024671085,-29.344194
1706,1706,0.01863323,-29.323841
1707,1707,0.022385687,-28.673992
1708,1708,0.02040933,-29.643253
1709,1709,0.013121653,-28.722233
1710,1710,0.018806517,-29.185448
1711,1711,0.021367205,-29.24186
1712,1712,0.02181564,-29.260824
1713,1713,0.018937737,-28.737312
1714,1714,0.020825764,-28.032135
1715,1715,0.020357851,-29.886879
1716,1716,0.020783845,-28.77327
1717,1717,0.019911798,-29.156116
1718,1718,0.015874812,-29.22955
1719,1719,0.021962857,-28.898098
1720,1720,0.021547722,-28.890728
1721,1721,0.021790758,-28.389996
1722,1722,0.018369405,-28.37297
1723,1723,0.020006511,-28.513603
1724,1724,0.027672194,-28.169537
1725,1725,0.017257646,-28.575235
1726,1726,0.021587761,-28.691475
1727,1727,0.022120807,-29.106167
1728,1728,0.023192292,-28.784687
1729,1729,0.01723861,-28.569714
1730,1730,0.023645647,-29.693043
1731,1731,0.008754124,-29.389032
1732,1732,0.020546129,-29.209337
1733,1733,0.021641564,-29.058308
1734,1734,0.02077027,-28.755926
1735,1735,0.0106791,-29.365105
1736,1736,0.022721197,-28.241093
1737,1737,0.023275904,-29.326809
1738,1738,0.026061403,-28.501053
1739,1739,0.016985472,-29.47816
1740,1740,0.01880373,-28.538624
1741,1741,0.010892794,-27.569283
1742,1742,0.015936026,-29.408556
1743,1743,0.01765308,-30.154057
1744,1744,0.02199532,-29.062216
1745,1745,0.02183761,-27.848347
1746,1746,0.02091748,-28.829948
1747,1747,-0.00032641878,-28.682484
1748,1748,0.021508291,-29.734142
1749,1749,0.022538513,-29.261545
1750,1750,0.02254095,-29.634235
1751,1751,0.017786048,-28.227827
1752,1752,0.0152703505,-28.397297
1753,1753,0.01835602,-28.798891
1754,1754,0.023053467,-30.014519
1755,1755,0.01561564,-29.446732
1756,1756,0.024720058,-29.661942
1757,1757,0.012950458,-29.690145
1758,1758,0.027463771,-28.573997
1759,1759,0.01933989,-29.415396
1760,1760,0.017675772,-28.581944
1761,1761,0.023003938,-27.977837
1762,1762,0.02551339,-29.066774
1763,1763,0.019812297,-28.70524
1764,1764,0.017961534,-28.51432
1765,1765,0.020873347,-28.801817
1766,1766,0.017527485,-28.710068
1767,1767,0.011333513,-29.400337
1768,1768,0.022868384,-29.05815
1769,1769,0.025187597,-29.310507
1770,1770,0.020715268,-29.132254
1771,1771,0.015867552,-29.205193
1772,1772,0.013522195,-29.714859
1773,1773,0.022256713,-29.314598
1774,1774,0.02268196,-28.857111
1775,1775,0.021024423,-28.44519
1776,1776,0.015936948,-27.958357
1777,1777,0.022591665,-28.81783
1778,1778,0.023722578,-28.375319
1779,1779,0.0156130865,-28.724033
1780,1780,0.024258684,-29.537617
1781,1781,0.019358568,-29.26751
1782,1782,0.022290185,-28.368328
1783,1783,0.021135533,-29.018791
1784,1784,0.01794808,-29.119219
1785,1785,0.014310582,-29.115917
1786,1786,0.018168885,-29.872665
1787,1787,0.016534068,-29.224789
1788,1788,0.019952882,-29.72578
1789,1789,0.022305937,-28.845205
1790,1790,0.022823483,-29.52779
1791,1791,0.021622755,-28.529016
1792,1792,0.021305457,-27.292126
1793,1793,0.022489138,-28.4949
1794,1794,0.021021757,-29.11459
1795,1795,0.014614148,-29.033295
1796,1796,0.027301759,-29.410793
1797,1797,0.022858145,-28.5728
1798,1798,0.024584942,-28.535473
1799,1799,0.022238757,-28.433266
1800,1800,0.021681648,-29.290653
1801,1801,0.016266597,-28.13228
1802,1802,0.022615187,-28.518303
1803,1803,0.012314748,-28.651678
1804,1804,0.01927512,-28.666143
1805,1805,0.01195733,-29.832794
1806,1806,0.012967414,-29.093586
1807,1807,0.024256172,-29.3979
1808,1808,0.010851586,-28.933193
1809,1809,0.019917011,-29.035126
1810,1810,0.023223389,-29.065014
1811,1811,0.0041740844,-29.23907
1812,1812,0.020288354,-28.773134
1813,1813,0.023947995,-28.41429
1814,1814,0.02440283,-29.129646
1815,1815,0.019511804,-28.823284
1816,1816,0.015408127,-29.214415
1817,1817,0.016995925,-28.63509
1818,1818,0.025122099,-28.379093
1819,1819,0.01855324,-28.853779
1820,1820,0.018254803,-28.889545
1821,1821,0.021267314,-28.617237
1822,1822,0.020761129,-28.888954
1823,1823,0.022525784,-29.306557
1824,1824,0.012668145,-28.709377
1825,1825,0.017196484,-29.09243
1826,1826,0.017755695,-29.297148
1827,1827,0.023466285,-28.713747
1828,1828,0.015481492,-27.793224
1829,1829,0.011516252,-28.4123
1830,1830,0.006206097,-29.178926
1831,1831,0.0136394445,-28.356596
1832,1832,0.019045308,-29.032673
1833,1833,0.018083375,-28.91198
1834,1834,0.024157826,-28.36334
1835,1835,0.017389426,-28.264793
1836,1836,0.017997473,-28.732897
1837,1837,0.017317265,-28.686771
1838,1838,0.026322037,-29.588093
1839,1839,0.016415924,-28.965765
1840,1840,0.02060327,-29.18153
1841,1841,0.022936087,-28.666862
1842,1842,0.023243584,-28.838284
1843,1843,0.023202725,-29.272877
1844,1844,0.021368656,-28.557457
1845,1845,0.019809667,-29.787766
1846,1846,0.022150483,-29.546682
1847,1847,0.024842026,-28.488602
1848,1848,0.022830877,-28.330103
1849,1849,0.02178473,-28.889956
1850,1850,0.0129903015,-28.957848
1851,1851,0.01878339,-28.94054
1852,1852,0.015351818,-29.027975
1853,1853,0.02316832,-28.70002
1854,1854,0.025884207,-29.290703
1855,1855,0.023756232,-29.725527
1856,1856,0.023122832,-29.339527
1857,1857,0.013098043,-29.191362
1858,1858,0.021462083,-29.092606
1859,1859,0.021848267,-29.189877
1860,1860,0.018015547,-29.19646
1861,1861,0.020380896,-26.227768
1862,1862,0.021783091,-28.908485
1863,1863,0.018806987,-29.464878
1864,1864,0.023745514,-29.07936
1865,1865,0.02056583,-28.933262
1866,1866,0.015295323,-28.70477
1867,1867,0.015002959,-28.112808
1868,1868,0.02124503,-28.59365
1869,1869,0.009629864,-27.993917
1870,1870,0.021887153,-29.140041
1871,1871,0.024478033,-28.809784
1872,1872,0.018397268,-28.524033
1873,1873,0.02390141,-28.908752
1874,1874,0.020738835,-28.889658
1875,1875,0.020348782,-28.552896
1876,1876,0.019235361,-28.320965
1877,1877,0.018752761,-28.74953
1878,1878,0.018846618,-29.077904
1879,1879,0.02373035,-29.065643
1880,1880,0.016553158,-27.791172
1881,1881,0.018958602,-29.60582
1882,1882,0.021422658,-29.280645
1883,1883,0.02160113,-29.05619
1884,1884,0.020190656,-28.709127
1885,1885,0.009866568,-28.606285
1886,1886,0.017287595,-28.423038
1887,1887,0.02001632,-28.555073
1888,1888,0.020971706,-28.217915
1889,1889,0.013063212,-28.930702
1890,1890,0.01999112,-28.223026
1891,1891,0.021262843,-28.774727
1892,1892,0.018151466,-29.878405
1893,1893,0.024378994,-29.338547
1894,1894,0.015741304,-28.477072
1895,1895,0.021210527,-28.995117
1896,1896,0.019171303,-29.019768
1897,1897,0.013493072,-28.695368
1898,1898,0.015067991,-28.578335
1899,1899,0.02191511,-29.12005
1900,1900,0.022262506,-29.323738
1901,1901,0.008675806,-28.999565
1902,1902,0.015149375,-28.656422
1903,1903,0.022854814,-28.824121
1904,1904,0.020221304,-28.724432
1905,1905,0.015017733,-28.77311
1906,1906,0.012186178,-29.1274
1907,1907,0.018543966,-28.760376
1908,1908,0.01841077,-29.45845
1909,1909,0.019175494,-28.467985
1910,1910,0.018821824,-30.210083
1911,1911,0.017785184,-29.112686
1912,1912,0.021421598,-29.685768
1913,1913,0.011445884,-29.078243
1914,1914,0.018542027,-28.779915
1915,1915,0.018429546,-28.801918
1916,1916,0.02081924,-28.519901
1917,1917,0.021221071,-28.966536
1918,1918,0.020788066,-29.028954
1919,1919,0.024969965,-29.499365
1920,1920,0.021246765,-29.401997
1921,1921,0.023175023,-29.128477
1922,1922,0.016974382,-29.259157
1923,1923,0.020765353,-29.465088
1924,1924,0.021202601,-28.571262
1925,1925,0.013674749,-28.349968
1926,1926,0.01994752,-29.442665
1927,1927,0.021887014,-28.616514
1928,1928,0.021444123,-29.023973
1929,1929,0.022102349,-28.704079
1930,1930,0.022623217,-29.094278
1931,1931,0.022042595,-28.405437
1932,1932,0.016851513,-28.491037
1933,1933,0.020293463,-29.439644
1934,1934,0.025556695,-29.326172
1935,1935,0.022748407,-28.98552
1936,1936,0.01795517,-28.850388
1937,1937,0.021016644,-28.781376
1938,1938,0.02058642,-28.33244
1939,1939,0.01880833,-28.652863
1940,1940,0.02182021,-28.710224
1941,1941,0.017458217,-28.27818
1942,1942,0.020715628,-29.251568
1943,1943,0.024224231,-28.73384
1944,1944,0.017933594,-28.626844
1945,1945,0.023706876,-28.688734
1946,1946,0.018943235,-29.413433
1947,1947,0.0189423,-29.138458
1948,1948,0.00866667,-29.967075
1949,1949,0.01824208,-29.303953
1950,1950,0.015712818,-29.187168
1951,1951,0.019026637,-28.876072
1952,1952,0.02095792,-28.452656
1953,1953,0.014805883,-29.33885
1954,1954,0.021473244,-28.86219
1955,1955,0.02296,-28.111794
1956,1956,0.025345806,-29.250652
1957,1957,0.01552846,-28.47599
1958,1958,0.019127857,-27.47471
1959,1959,0.024953539,-29.501047
1960,1960,0.021026038,-29.008677
1961,1961,0.019597497,-29.705181
1962,1962,0.02156889,-28.533207
1963,1963,0.021042563,-29.60018
1964,1964,0.015331661,-28.316898
1965,1965,0.01556839,-28.330702
1966,1966,0.02362641,-28.144688
1967,1967,0.020618366,-29.243498
1968,1968,0.024534484,-29.83948
1969,1969,0.024644013,-28.644659
1970,1970,0.023240719,-28.480263
1971,1971,0.009597028,-28.985859
1972,1972,0.022487454,-28.90931
1973,1973,0.016887104,-29.845234
1974,1974,0.020332497,-28.873165
1975,1975,0.016170299,-28.351875
1976,1976,0.018049825,-28.773836
1977,1977,0.013588008,-28.776224
1978,1978,0.021524228,-28.6652
1979,1979,0.024027193,-28.467022
1980,1980,0.022777583,-28.532473
1981,1981,0.024949675,-29.488152
1982,1982,0.022897795,-28.228815
1983,1983,0.009213539,-29.046154
1984,1984,0.016272277,-28.751833
1985,1985,0.018104639,-28.261723
1986,1986,0.017462306,-29.116295
1987,1987,0.022556351,-29.393024
1988,1988,0.024560243,-29.118336
1989,1989,0.021493448,-28.776344
1990,1990,0.018755171,-29.020329
1991,1991,0.018752176,-29.06708
1992,1992,0.020826112,-27.76502
1993,1993,0.019769525,-29.684818
1994,1994,0.023210626,-29.37384
1995,1995,0.022152087,-28.364386
1996,1996,0.026327707,-29.186588
1997,1997,0.02290966,-28.716822
1998,1998,0.02164658,-28.87965
1999,1999,0.018219039,-28.9437
